CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,BALANCE_TO_LIMIT,PURCHASES_TO_LIMIT,CASH_ADVANCE_RATIO,PAYMENT_TO_BALANCE,PURCHASE_FREQUENCY_SCORE,TOTAL_TRX,Cluster_ID,Segment_Label
C10011,7.16559002295018,6.8255903209275,0.0,7.0909098220799835,6.988690825187471,0.0,0.7208492384708417,0.568789707970556,0.0,0.6081836231398866,1.0,2.5649493574615367,0,Cash Advance Heavy
C10012,6.448564569245062,7.308663352897687,0.0,7.601402334583733,6.560491096026781,0.0,0.27401897001807,0.5571654405300874,0.0,0.7499281380816806,0.125,1.9459101490553132,0,Cash Advance Heavy
C10013,7.325101934452095,8.076822924739153,0.0,8.006700845440367,6.412251160861846,0.25,0.40910805243665777,0.7286619476866706,0.0,0.33698607614443243,0.9583335,3.295836866004329,0,Cash Advance Heavy
C10014,6.827296968040859,7.668060982974215,0.0,8.922791623969637,7.412698496269839,0.083333,0.1158933096702632,0.2507737616238373,0.0,1.027699033798216,0.75,3.295836866004329,0,Cash Advance Heavy
C10015,7.927963670337596,0.0,5.851660350090109,8.006700845440367,6.692887357486858,0.0,0.6543801537723404,0.0,0.11781181217336821,0.25499258255612683,0.0,0.6931471805599453,0,Cash Advance Heavy
C10016,8.83742181644191,7.38566507198647,7.741746975288393,8.987321812850125,7.598118225657629,0.0,0.6209361382265658,0.18351860698920117,0.2883084203092172,0.25420849747536595,0.5,2.772588722239781,0,Cash Advance Heavy
C10017,7.636787979616954,0.0,7.932101784121888,8.006700845440367,5.973744882038962,0.0,0.5250014488294786,0.0,0.8514601269366969,0.17317895088200988,0.0,1.3862943611198906,0,Cash Advance Heavy
C10018,3.739798042057795,6.253828811575473,0.0,7.824445930877619,5.543577188189688,0.25,0.016295724422072985,0.18856617949129628,0.0,1.952856583776322,0.375,2.1972245773362196,0,Cash Advance Heavy
C10019,7.59592621253726,6.225251258520672,0.0,9.472781556562168,7.451147239761315,0.0,0.14236185293514103,0.03805962565601124,0.0,0.6231060884853246,0.625,2.302585092994046,0,Cash Advance Heavy
C10020,8.182830589190715,5.990564141864818,0.0,8.294299608857235,6.96127752820317,0.0,0.6388330997449063,0.0949783895200093,0.0,0.2581188055600706,1.0,2.5649493574615367,0,Cash Advance Heavy
C10021,7.609705937961825,5.179984179586172,0.0,7.601402334583733,5.411952254970081,0.0,0.697058732350918,0.0846130343315286,0.0,0.10486143874784991,0.666667,2.1972245773362196,0,Cash Advance Heavy
C10022,8.75943815450699,8.757933016248602,5.438202105731185,9.328212292571072,7.639622591175338,0.0,0.4486077607209948,0.4480638540853512,0.03532003840200229,0.28230489532739117,1.0,4.59511985013459,0,Cash Advance Heavy
C10023,4.892919056208852,6.705516688347823,0.0,7.496097345175956,7.766683793755752,0.0,0.07090816957638495,0.3736483449313264,0.0,2.92831187522685,1.0,2.8903717578961645,0,Cash Advance Heavy
C10024,8.24305929376845,8.354521309045298,8.984119042407901,9.105090961257085,9.156944219921918,0.0,0.35219943593337016,0.3866128123501949,1.1307227770778636,1.2509698293798315,0.9583335,3.295836866004329,0,Cash Advance Heavy
C10025,8.588503336828897,0.0,6.684549054454003,8.699681400989514,7.261033154311494,0.0,0.6390144734344696,0.0,0.13871105636341607,0.2350412544523397,0.0,1.6094379124341003,0,Cash Advance Heavy
C10026,5.140386009793119,5.992963423231718,0.0,8.006700845440367,5.3766947283025095,0.0,0.05503257746885233,0.12500632018301833,0.0,0.8156788493380172,1.0,2.5649493574615367,0,Cash Advance Heavy
C10027,7.388307599631616,4.634728988229636,5.504682890648139,7.438971592395862,6.792545131234186,0.0,0.6678345701080864,0.0582356308074555,0.1409955902526073,0.43859276767064154,0.0833335,2.0794415416798357,0,Cash Advance Heavy
C10028,4.841781178834473,5.456516981221582,0.0,6.90875477931522,5.341250962068848,0.0,0.1182889056845603,0.20948830378722103,0.0,0.9707616215700895,1.0,2.5649493574615367,0,Cash Advance Heavy
C10029,8.87540796129427,5.961134197300148,7.7129558941159795,9.259225769705994,7.379287955514028,0.0,0.519484213279816,0.03619536682637357,0.27199363657311476,0.2020080016912616,0.541667,3.2188758248682006,0,Cash Advance Heavy
C10030,3.1382508477086843,4.61512051684126,0.0,8.839421607620602,5.086161806788292,0.0,0.00319204389504777,0.01438666735659575,0.0,2.0757674402406536,0.416667,1.791759469228055,0,Cash Advance Heavy
C10031,9.142040566043816,8.019287083467484,8.066076727735902,9.472781556562168,8.350270105136044,0.0,0.65932333712849,0.20999760225528175,0.23293483406341087,0.2990235549869952,1.0,4.31748811353631,0,Cash Advance Heavy
C10032,7.05899314124371,7.206903859042666,5.175108258224256,8.699681400989514,6.472343665440258,0.0,0.1770409226520803,0.20259866560956966,0.14075172874699435,0.44168648379217085,1.0,3.871201010907891,0,Cash Advance Heavy
C10033,8.81489832435355,5.786743995370548,7.08215701747797,9.259225769705994,7.45072986762036,0.0,0.49540341935887605,0.030475539129272422,0.16267191119019828,0.22748978899469283,0.0416665,1.9459101490553132,0,Cash Advance Heavy
C10034,4.841509907585915,6.458009075556836,0.0,7.0909098220799835,6.050793496962728,0.3,0.09951030385108003,0.42540921968350004,0.0,1.4686086214981509,0.4583335,2.4849066497880004,0,Cash Advance Heavy
C10035,8.16567680947387,6.30678610536318,0.0,9.305741456739435,9.07527727374647,0.0,0.27741008039205506,0.04855033037223723,0.0,1.2479071729871338,1.0,2.70805020110221,0,Cash Advance Heavy
C10036,7.412975691461382,0.0,4.6078103676392335,7.496097345175956,5.865051186791171,0.0,0.6521605593694376,0.0,0.058168333461625026,0.1923424943952935,0.0,0.6931471805599453,0,Cash Advance Heavy
C10037,8.913022280658046,0.0,9.090923194512087,9.105090961257085,7.400841445464237,0.0,0.6016561973365191,0.0,0.7859871811265686,0.1990919037125714,0.0,2.4849066497880004,0,Cash Advance Heavy
C10038,8.306096985533877,7.775506815191631,7.43759551434736,8.517393171418904,7.389498735985844,0.0,0.5929589868748858,0.3893457512232818,0.3501869193816386,0.3362079199845142,0.75,3.8918202981106265,0,Cash Advance Heavy
C10039,8.743598321036485,5.3230099791384085,7.981630740265749,9.105090961257085,7.121342643846067,0.0,0.5285818199467526,0.022411132410092984,0.3829383970826524,0.1800634488430893,0.0416665,2.70805020110221,0,Cash Advance Heavy
C10040,7.253188835622875,6.871340226280088,8.728212804225999,8.922791623969637,9.518533745156638,0.333333,0.17242991109386258,0.12081388511396154,1.6809084692310974,2.7218599120316864,0.0416665,2.5649493574615367,0,Cash Advance Heavy
C10041,6.4989563348130215,0.0,8.050085822835518,7.496097345175956,8.028800011722797,0.166667,0.31362570403597506,0.0,1.74314499221302,1.7256107532137976,0.0,1.3862943611198906,0,Cash Advance Heavy
C10043,6.666816530684591,7.331446609113647,7.691391768051934,8.006700845440367,7.141490275195939,0.111111,0.23233536863081697,0.4112442226397808,1.3309506154713973,0.9578998276871047,0.458333,3.6635616461296463,0,Cash Advance Heavy
C10044,8.320134161099263,5.322131544647291,0.0,8.412054873292933,6.767659847255586,0.0,0.6481264348465626,0.04428792082150302,0.0,0.1918426633003767,0.0416665,0.6931471805599453,0,Cash Advance Heavy
C10045,7.216520318304293,0.0,7.3015438765324925,7.313886831633462,5.938312228436658,0.0,0.6452991094068804,0.0,0.7362106747785186,0.2451411104646209,0.0,0.6931471805599453,0,Cash Advance Heavy
C10046,8.578654280990072,7.330693505801399,0.0,9.04793908261736,7.266367396088755,0.0,0.48571197681847295,0.16504180013980074,0.0,0.23824151023643628,1.0,3.044522437723423,0,Cash Advance Heavy
C10047,7.715708484295577,6.082218910376446,5.223856135082514,7.783640596221253,0.0,0.0,0.6595425198492134,0.16721426149873478,0.07909834896976965,0.0,0.333333,2.0794415416798357,0,Cash Advance Heavy
C10048,6.1642557275430345,4.707185111394821,6.92230841846234,7.438971592395862,5.1762232044509755,0.0,0.24601791574419538,0.06251928809080495,1.1416759620765768,0.31496050675241266,0.3125,1.6094379124341003,0,Cash Advance Heavy
C10049,8.271576816437468,0.0,7.591797737565931,8.343077871169383,0.0,0.0,0.6579122871454746,0.0,0.40977131993314614,0.0,0.0,2.0794415416798357,0,Cash Advance Heavy
C10050,5.441842562471876,7.77971787700675,0.0,8.101980731853192,7.841867680880996,0.916667,0.06731804767809926,0.5447659508183433,0.0,2.48649886270314,1.0,4.477336814478207,1,Transactors
C10051,6.762509636519377,6.2314652154886145,6.545489246856135,8.294299608857235,6.37819941940262,0.083333,0.19548329620135005,0.11942017408272636,0.5898718414340117,0.5186532107632679,0.0833335,1.791759469228055,0,Cash Advance Heavy
C10052,8.50356714851695,6.805080043618763,9.051537894261187,9.392745258631441,9.001382889138817,0.0,0.34423494221489764,0.072424911023449,1.0041318618930082,0.9726412811601435,0.4375,3.8501476017100584,0,Cash Advance Heavy
C10053,6.98461313423923,8.042008161870061,0.0,7.824445930877619,7.244819012063394,0.0,0.3586410209376968,0.8076550555382342,0.0,0.8312865471943751,0.5833335,2.9444389791664403,0,Cash Advance Heavy
C10054,7.356714711115268,0.0,5.775666250117309,8.160803920954665,6.540777844746521,0.0,0.36963734569437756,0.0,0.18657994574447054,0.36574426797363185,0.0,1.3862943611198906,0,Cash Advance Heavy
C10055,6.143486153494597,7.590963228627309,7.591995663032507,8.006700845440367,8.042716450145122,0.2,0.14396160887514148,0.5065285003093968,1.6591072504695332,2.0384376090770404,0.3333335,2.5649493574615367,0,Cash Advance Heavy
C10056,2.0360794749475026,5.739792912179234,0.0,6.90875477931522,6.035521534591471,0.0,0.006631823899569315,0.2697907044484793,0.0,4.015250064354904,0.666667,2.1972245773362196,0,Cash Advance Heavy
C10057,7.180066815653793,7.158436173289435,0.0,8.699681400989514,0.0,0.0,0.1977269151222557,0.1938775907096142,0.0,0.0,0.125,1.9459101490553132,0,Cash Advance Heavy
C10058,8.195945551115749,5.750252489041052,6.506484476961441,8.294299608857235,0.0,0.0,0.6450477367110694,0.07538380305967321,0.16918837936462,0.0,0.125,2.302585092994046,0,Cash Advance Heavy
C10059,7.777931129105488,8.55998827810926,0.0,8.922791623969637,8.644658907237051,0.083333,0.27621785814918953,0.528030716472912,0.0,1.2174893149337065,0.7083335,3.7612001156935624,0,Cash Advance Heavy
C10060,8.287059960355426,0.0,5.418654989798585,8.294299608857235,6.64110217698512,0.0,0.6894084788718758,0.0,0.0549972239393714,0.17611570152254719,0.0,1.3862943611198906,0,Cash Advance Heavy
C10061,8.611576407176658,5.438079308923196,6.878935275721404,8.699681400989514,7.655180879929307,0.0,0.6499776899354445,0.03745021079198598,0.16265850785309327,0.3250454246072121,0.375,2.3978952727983707,0,Cash Advance Heavy
C10062,7.539087709835567,4.736198448394496,0.0,8.77971129020447,8.16356689875695,0.0,0.25390551093563857,0.01723260333726935,0.0,1.0531759578358137,0.0833335,1.0986122886681098,0,Cash Advance Heavy
C10063,7.350383665303308,4.207673247529104,0.0,7.3783837129967145,5.826246864544016,0.0,0.6789284268945821,0.0405171385623331,0.0,0.19652573349631605,0.0416665,0.6931471805599453,0,Cash Advance Heavy
C10064,6.6977537147139135,0.0,8.248181724327607,8.33110454805304,8.383238543060216,0.090909,0.17817400064623,0.0,1.7426136023347567,1.8553338224708933,0.0,2.0794415416798357,0,Cash Advance Heavy
C10065,2.0983069652318713,6.734591659972948,0.0,7.3783837129967145,0.0,0.0,0.004457481010036007,0.4217793573962454,0.0,0.0,0.0416665,0.6931471805599453,0,Cash Advance Heavy
C10067,7.562622442395542,7.54361227231452,7.382092859951851,7.523481312573497,8.213123166480717,0.083333,0.712644363229592,0.7029958753397089,0.6066675565346856,1.0702062008020945,1.0,4.189654742026425,0,Cash Advance Heavy
C10068,7.472534847055442,6.024246305382325,0.0,7.496097345175956,6.657306880160869,0.0,0.6811543952076463,0.20615610260118333,0.0,0.36601019697015325,0.375,2.4849066497880004,0,Cash Advance Heavy
C10069,6.698079941478827,0.0,6.812811001027565,7.313886831633462,4.990941090122055,0.0,0.4314827682407311,0.0,0.751575737918429,0.16564217603408118,0.0,0.6931471805599453,0,Cash Advance Heavy
C10070,7.363472991848201,0.0,5.950404365369237,7.824445930877619,6.293460359333536,0.0,0.4887455861653009,0.0,0.21733572178679056,0.29443685118487656,0.0,1.9459101490553132,0,Cash Advance Heavy
C10071,8.291928286371425,5.577841251298354,0.0,8.699681400989514,8.836059376373083,0.083333,0.5098109694349665,0.04297265469609452,0.0,1.0016827885219637,0.625,2.1972245773362196,0,Cash Advance Heavy
C10072,7.438639665474121,7.21868257559943,0.0,7.438971592395862,7.393150071761594,0.0,0.6926871941239678,0.5887301089343013,0.0,0.6703602499659332,0.1666665,1.6094379124341003,0,Cash Advance Heavy
C10073,8.610443746922588,6.040492778175336,6.439988164471771,8.740496729931813,7.1617887144105605,0.0,0.63014823825477,0.06489340136921871,0.1079063488280171,0.21083110059834034,0.875,2.772588722239781,0,Cash Advance Heavy
C10074,8.00350420079196,8.417211517152742,9.168388546622525,8.853808274977197,9.518533745156638,0.454545,0.3556739474940026,0.4984022503175622,2.314999633363038,2.345441843841682,0.625,4.110873864173311,1,Transactors
C10075,6.487703820419449,0.0,7.296650461658413,8.853808274977197,6.815045498706368,0.25,0.08956896523334618,0.0,1.1768130979773812,0.8695149479291852,0.0,1.3862943611198906,0,Cash Advance Heavy
C10077,7.501066886022223,6.572142672772806,0.0,7.719129840906732,6.791241033321197,0.0,0.5898016183162175,0.2754687431435156,0.0,0.39956596152000007,0.45,2.1972245773362196,0,Cash Advance Heavy
C10078,6.2791488389323,6.675747556729456,0.0,8.699681400989514,7.174860061724275,0.0,0.08499133673443902,0.12395771554096469,0.0,1.2375628914864796,0.2272725,2.0794415416798357,0,Cash Advance Heavy
C10079,8.676149498383959,6.333048695615371,0.0,8.699681400989514,7.596414904511969,0.0,0.6813661431776775,0.08950188527340114,0.0,0.2923076541455194,0.7916665,2.70805020110221,0,Cash Advance Heavy
C10080,7.45508935392666,6.408709993751677,0.0,9.305741456739435,7.993255493563906,0.0,0.1458682730038251,0.05363166362399751,0.0,0.9977912093429309,0.5,2.8903717578961645,0,Cash Advance Heavy
C10081,6.362699910035696,5.771441123130016,0.0,7.313886831633462,7.272336285780348,0.0,0.3261448363947081,0.193254248094146,0.0,1.247519138993851,0.7083335,2.1972245773362196,0,Cash Advance Heavy
C10082,7.095658461149205,0.0,3.6718808174590887,7.0909098220799835,3.410443537249367,0.0,0.6951089012552806,0.0,0.03126646684625498,0.023973413916367498,0.0,0.6931471805599453,0,Cash Advance Heavy
C10083,8.794039869027245,5.965274564017741,8.438784972903889,8.853808274977197,7.393621869780999,0.0,0.6636358892108805,0.05402872978756407,0.531124072502371,0.22021308086903857,0.2916665,2.70805020110221,0,Cash Advance Heavy
C10084,2.910041642177587,5.504721593857949,0.0,8.517393171418904,5.882770932843391,0.181818,0.0034648090469889346,0.04779939538524431,0.0,3.019971998866385,0.625,2.6390573296152584,0,Cash Advance Heavy
C10085,4.413824566542096,0.0,8.001790443916308,9.15915233520675,4.767025675958524,0.0,0.00855030218629326,0.0,3.073330651921715,0.8802525428084149,0.0,1.791759469228055,0,Cash Advance Heavy
C10086,1.5657597596409527,4.898212864681969,0.0,9.392745258631441,5.352111333645686,0.444444,0.0003154497821902442,0.011025570515023312,0.0,3.8041326045018966,0.3333335,1.791759469228055,0,Cash Advance Heavy
C10087,3.7719429024452684,5.983936280687191,0.0,7.0909098220799835,6.588384644386054,1.0,0.03474683600968001,0.2849723261350289,0.0,2.873239901595081,0.4583335,2.5649493574615367,1,Transactors
C10088,7.568566484814462,8.500372513685894,5.686449089071931,9.105090961257085,8.501483822284888,0.0,0.1947575627202765,0.4357466899231709,0.141283325095924,1.2645214401681157,0.6666665,3.9512437185814275,0,Cash Advance Heavy
C10089,4.912045891513179,7.129938369201223,0.0,9.711176264112805,7.151665256518504,1.0,0.00814305969986239,0.07289692287159022,0.0,2.340111979815794,0.5,3.1354942159291497,1,Transactors
C10090,8.863750175033168,7.380741954517848,8.635332438466254,9.305741456739435,8.431825676435697,0.0,0.49631952015111347,0.13608992933876096,0.5853672601509211,0.5002399755973675,1.0,3.8501476017100584,0,Cash Advance Heavy
C10092,9.00972259112514,7.7226819431957,8.566407824343202,9.510519035757246,8.01386467597063,0.0,0.473730248861632,0.15464850842265412,0.4957827910347232,0.3142881021688178,1.0,4.406719247264253,0,Cash Advance Heavy
C10093,8.30358049140179,3.828641396489095,4.656225059955752,8.412054873292933,6.979931637127268,0.0,0.6402629931030838,0.00994813111955582,0.025484812339306582,0.2357949531656307,0.0416665,1.0986122886681098,0,Cash Advance Heavy
C10094,8.717889111578424,0.0,7.9077450108774645,8.77971129020447,7.315355194100754,0.0,0.6626344718652915,0.0,0.36785346478482367,0.2197853318803182,0.0,2.70805020110221,0,Cash Advance Heavy
C10095,9.142040566043816,8.537205600628221,5.918187144935499,9.105090961257085,8.765691979834259,0.0,0.7140501199447253,0.44891499875476043,0.038753990304468404,0.5206675936272998,0.9583335,3.871201010907891,0,Cash Advance Heavy
C10096,7.589845096604949,6.940261190538396,8.374919519497766,8.294299608857235,8.025328328911934,0.090909,0.40154292000133457,0.22947984543373848,1.1606679026634572,0.9342109045689005,0.8636364999999999,3.6635616461296463,0,Cash Advance Heavy
C10097,7.187261076612361,3.8426729272933526,6.207901527566484,7.496097345175956,6.0909488191647725,0.0,0.550284236266012,0.025031120585777597,0.31830491047974724,0.28769062398765777,0.0416665,1.0986122886681098,0,Cash Advance Heavy
C10098,7.176803189581028,6.007829901194246,0.0,7.783640596221253,0.0,0.0,0.434800904230579,0.1560884690957821,0.0,0.0,0.0833335,1.0986122886681098,0,Cash Advance Heavy
C10099,7.753832008950124,5.367563539284851,0.0,7.783640596221253,0.0,0.0,0.6781425793572571,0.08512635836467798,0.0,0.0,0.125,1.3862943611198906,0,Cash Advance Heavy
C10100,7.0394700442879845,0.0,4.800843148105448,7.0909098220799835,5.029284648786022,0.0,0.6673308952746532,0.0,0.10050411554564742,0.12494598268245592,0.0,0.6931471805599453,0,Cash Advance Heavy
C10101,7.39077119748822,6.607244604091484,0.0,8.699681400989514,6.035788878081494,0.0,0.2389756608239987,0.11619908268517923,0.0,0.22899435008200256,0.3333335,2.4849066497880004,0,Cash Advance Heavy
C10102,8.162422522052372,0.0,7.447159207954665,8.294299608857235,0.0,0.0,0.6292478034225844,0.0,0.39795574787254373,0.0,0.0,1.9459101490553132,0,Cash Advance Heavy
C10103,1.7418758824899843,4.382026634673881,0.0,8.853808274977197,5.388250378901539,1.0,0.0006722552027965971,0.011220911710567865,0.0,3.667661872575566,0.2083335,1.3862943611198906,1,Transactors
C10104,0.06306920693502036,0.0,4.509198831656053,8.006700845440367,4.934628079522907,0.0,2.8559677316361484e-05,0.0,3.073330651921715,4.934628079522907,0.0,0.6931471805599453,0,Cash Advance Heavy
C10105,1.770856686983286,3.044522437723423,0.0,7.313886831633462,3.3137465990571076,0.0,0.0032431596515642667,0.013236460625830901,0.0,1.70618395083224,0.0555555,0.6931471805599453,0,Cash Advance Heavy
C10106,3.1943540486844593,7.205843024147799,0.0,7.601402334583733,6.5696905892803015,0.0,0.0116235439343583,0.5145010201348152,0.0,3.4076143355028754,1.0,2.5649493574615367,0,Cash Advance Heavy
C10107,8.172108509287602,7.946192844614177,0.0,8.648396877031582,9.124105606000684,0.083333,0.48298707085136006,0.40233796443437875,0.0,1.2783182916394582,0.875,4.330733340286331,0,Cash Advance Heavy
C10108,0.4850400140718488,5.9686052529619,0.0,8.412054873292933,0.0,0.0,0.00013867956372695385,0.08308900892633318,0.0,0.0,1.0,3.4657359027997265,0,Cash Advance Heavy
C10109,6.76049855778668,0.0,6.825796358628536,8.294299608857235,7.7132888505828285,0.083333,0.19512608525236197,0.0,0.7257683865180127,1.2786467793881104,0.0,0.6931471805599453,0,Cash Advance Heavy
C10110,7.800794984990287,6.695798917058491,6.867825868282063,8.294299608857235,6.279912012197073,0.0,0.4763790066776763,0.1839448324204276,0.33144143360231926,0.1973000225286995,0.125,2.3978952727983707,0,Cash Advance Heavy
C10111,6.01531867412121,6.848684449405085,0.0,7.824445930877619,7.001964325488924,0.083333,0.15134433468616015,0.3195479670173648,0.0,1.3028532903176726,1.0,2.5649493574615367,0,Cash Advance Heavy
C10112,8.514670172078025,0.0,8.60162028523746,8.987321812850125,7.1249113603194285,0.0,0.48441318472260836,0.0,0.7374710783871316,0.2222910926109611,0.0,3.713572066704308,0,Cash Advance Heavy
C10113,7.128996668733569,6.0513830373192254,6.0244133685803405,7.601402334583733,6.359661015394023,0.0,0.4842767682678257,0.19206074979476495,0.28559043902184844,0.38016046141777193,0.5833335,2.5649493574615367,0,Cash Advance Heavy
C10114,8.801650316962302,8.407322520280525,8.882741562496024,9.105090961257085,9.292744278439896,0.083333,0.5528285839287005,0.4038528770431684,0.7344423561808332,0.9684855331469101,1.0,4.454347296253507,0,Cash Advance Heavy
C10115,5.057625445563613,7.2121912183324675,0.0,8.612685172875459,6.756905274926475,0.0,0.028002137625478037,0.2201738671236535,0.0,1.8661935532326974,0.875,3.5553480614894135,0,Cash Advance Heavy
C10116,8.129867927770311,0.0,6.917060522603349,8.343077871169383,0.0,0.0,0.5920821203305043,0.0,0.26010531940560255,0.0,0.0,1.0986122886681098,0,Cash Advance Heavy
C10117,8.579979070198084,7.942077904433863,7.828576911207202,9.04793908261736,7.320145179939207,0.0,0.48622198119837745,0.2857863819294689,0.3862937428933055,0.24960109852621964,1.0,4.499809670330265,0,Cash Advance Heavy
C10118,8.773316806553245,0.0,8.120061898600733,8.853808274977197,7.153652221372497,0.0,0.6536367935169392,0.0,0.41883829966017583,0.18049512247573987,0.0,2.4849066497880004,0,Cash Advance Heavy
C10119,5.172423312210039,7.319798702450424,0.0,8.517393171418904,7.5418039297171715,1.0,0.03446066934546071,0.2636862026826272,0.0,2.4583143332207684,0.5,2.70805020110221,1,Transactors
C10120,6.523848839250635,6.9532734292811496,0.0,8.006700845440367,6.316139441145971,0.0,0.2042919039198618,0.2989240422460494,0.0,0.5938654249837937,1.0,3.258096538021482,0,Cash Advance Heavy
C10121,5.415049254386517,7.745340408858405,0.0,8.77971129020447,7.0965656378910005,0.333333,0.03384076361061936,0.3040199605615219,0.0,1.8514816078458718,0.5416665,2.5649493574615367,0,Cash Advance Heavy
C10122,7.48808473175405,0.0,6.358199883664646,7.496097345175956,6.5347937616074345,0.0,0.68887012443863,0.0,0.2795320076086873,0.3256356237356399,0.0,2.3978952727983707,0,Cash Advance Heavy
C10123,4.0241586758043235,6.206575926724928,0.0,8.853808274977197,7.586217950962711,1.0,0.0078158599379004,0.06831654894106054,0.0,3.5895508209112217,0.166667,1.0986122886681098,1,Transactors
C10124,7.887445077562162,0.0,6.234457393256876,8.006700845440367,6.838854033654524,0.0,0.6351194368090192,0.0,0.17487855363526955,0.3001458627095884,0.0,1.6094379124341003,0,Cash Advance Heavy
C10125,9.048512527506483,8.813625865432732,7.431062548109857,9.741027444837728,7.544203454804669,0.0,0.4056367010553896,0.33326813748446094,0.18089255545494742,0.20053237769427137,1.0,4.564348191467836,0,Cash Advance Heavy
C10126,7.289832088712203,7.069355286400314,0.0,9.105090961257085,0.0,0.0,0.15073169387766774,0.12263637755749326,0.0,0.0,0.125,2.1972245773362196,0,Cash Advance Heavy
C10127,7.65688511608913,8.62727554164635,0.0,9.04793908261736,8.179193565649877,0.0,0.22209924034844233,0.5047029305089503,0.0,0.9878454194572108,1.0,4.330733340286331,0,Cash Advance Heavy
C10128,7.96464115176426,0.0,6.907603937530597,8.071218539969863,6.972068998291171,0.0,0.641113126832136,0.0,0.2979810581529904,0.31501117994314076,0.0,1.0986122886681098,0,Cash Advance Heavy
C10130,9.142040566043816,0.0,8.437159754349729,9.741027444837728,8.028655428376947,0.0,0.5588144688220461,0.0,0.2809489088673682,0.19521924097585105,0.0,2.302585092994046,0,Cash Advance Heavy
C10131,7.780686523789863,9.102558760979282,0.0,7.937731775260109,9.361318788635828,0.0,0.6175117789472916,1.0839067605154036,0.0,1.7677414442687813,0.4583335,4.816313932591055,0,Cash Advance Heavy
C10132,4.068226451174745,0.0,5.612081215523314,7.0909098220799835,5.958047035162719,0.166667,0.046728805471022164,0.0,1.7343948279365144,2.0282894825656093,0.0,0.6931471805599453,0,Cash Advance Heavy
C10133,8.353934009646402,7.579832028922791,0.0,8.517393171418904,6.91309573333649,0.0,0.6146456112237911,0.33029729920140705,0.0,0.21227976358155956,0.708333,2.995732273553991,0,Cash Advance Heavy
C10134,9.142040566043816,5.021509290648134,9.031590938027875,9.741027444837728,7.865978194264746,0.0,0.5049227243267463,0.008821630006561379,0.5588981248954006,0.20973055806814747,0.0416665,2.772588722239781,0,Cash Advance Heavy
C10135,4.254272024266805,0.0,7.937629997142655,9.472781556562168,0.0,0.0,0.005324278266379331,0.0,3.073330651921715,0.0,0.0,1.3862943611198906,0,Cash Advance Heavy
C10136,4.767749380169914,6.811244378601294,5.615162652083958,8.517393171418904,0.0,0.0,0.02305826759742289,0.16666947223236672,1.2015006975877058,0.0,0.125,2.302585092994046,0,Cash Advance Heavy
C10137,8.442221369574867,7.148440079073007,0.0,8.517393171418904,7.553303408815301,0.0,0.6561637219096015,0.22647652308137442,0.0,0.3442170027192255,0.833333,3.5263605246161616,0,Cash Advance Heavy
